laneID,tLinkID,time,speed,dis,RVID
79402,25,965.12,15,-1,775
79401,26,965.16,18.75,-1,776
79402,26,966.48,15,-1,777
79403,26,966.72,13.636,-1,778
79401,25,966.84,30,-1,779
79401,25,968.8,21.429,-1,780
79402,25,970.04,16.667,-1,781
79403,25,970.68,10,-1,782
79401,26,971.68,18.75,-1,783
79403,26,971.96,30,-1,784
79402,26,972.44,25,-1,785
79403,25,973.16,21.429,-1,786
79403,25,976.04,25,-1,787
79402,25,976.84,11.538,-1,788
79402,25,979.96,13.636,-1,789
79403,25,980.16,30,-1,790
79401,25,980.4,13.636,-1,791
79403,25,981,12.5,-1,792
79403,26,981.84,12.5,-1,793
79403,25,982.64,11.538,-1,794
79401,26,983.12,12.5,-1,795
79402,26,983.4,13.636,-1,796
79403,26,983.68,12.5,-1,797
79402,26,984.84,16.667,-1,798
79403,25,985.28,10,-1,799
79401,25,985.52,37.5,-1,800
79402,26,985.84,21.429,-1,801
